名次,电影名称,票房,总场次,人次,票价(元)
395,撒娇女人最好命,http://img.58921.com/sites/all/movie/files/protec/f31c8a66c080d1efb1d43e979e468db7.png,6.68万,213.55万,40
396,环太平洋：雷霆再起,http://img.58921.com/sites/all/movie/files/protec/a7a6e7b32f3fca97e6e8ccc71181b645.png,8.7万,245.15万,34.7
397,世纪战元,http://img.58921.com/sites/all/movie/files/protec/30d51d370c8f096615e47afe0ac7f45e.png,5.86万,251.13万,33.7
398,大师兄,http://img.58921.com/sites/all/movie/files/protec/84b58a93e40873c2e33bea876cd56ba1.png,10.42万,248.38万,34
399,黑衣人3,http://img.58921.com/sites/all/movie/files/protec/b552071f3fc63629e283b83c1036d411.png,3.83万,162.57万,51.7
400,窃听风云3,http://img.58921.com/sites/all/movie/files/protec/dcf64dc1d96e375c7278b18d7b739334.png,6.19万,192.96万,43.6
401,极盗车神,http://img.58921.com/sites/all/movie/files/protec/8d98ef2201121ff0fc84dfe0e05265b3.png,10.21万,276.36万,30.4
402,超脑48小时,http://img.58921.com/sites/all/movie/files/protec/9b56e6585588d8006d6e3a45ce8c1f46.png,9.04万,201.08万,41.7
403,头脑特工队,http://img.58921.com/sites/all/movie/files/protec/39cdb721ee0ab98bfa7030c4972ea077.png,6.17万,176.01万,47.4
404,超人：钢铁之躯,http://img.58921.com/sites/all/movie/files/protec/dd2a692b6243561713bbd4aee2daccb6.png,3.88万,151.51万,54.9
405,像素大战,http://img.58921.com/sites/all/movie/files/protec/74bbd8a08ec7a3cfec3653c348587ada.png,10.05万,181.18万,45.9
406,冰雪奇缘,http://img.58921.com/sites/all/movie/files/protec/15187556e5c90d0d15333d42c449fcab.png,4.76万,159.5万,52.1
407,冰川时代4,http://img.58921.com/sites/all/movie/files/protec/4e015ed6fe07083014bb592805ae3b4c.png,4.43万,163.64万,50.7
408,欧洲攻略,http://img.58921.com/sites/all/movie/files/protec/97f0299f0285c9f89f355c9b59bf099b.png,7.81万,229.44万,36.2
409,谜城,http://img.58921.com/sites/all/movie/files/protec/54d0be9951d25465ab19268e473db79c.png,7.55万,217.7万,38
410,小小的愿望,http://img.58921.com/sites/all/movie/files/protec/4f8ceed07989a763daf305f52478cd1a.png,15.77万,236.47万,34.9
411,比利·林恩的中场战事,http://img.58921.com/sites/all/movie/files/protec/63a9ce7be43a18e6bd1c57aa0979c620.png,10.7万,203.28万,40.6
412,嗝嗝老师,http://img.58921.com/sites/all/movie/files/protec/ec4f4cd9ea75b93d3455d25e43400f59.png,13.8万,261.85万,31.5
413,万物生长,http://img.58921.com/sites/all/movie/files/protec/5de8d2110f1dd3552e502e8e6ec5066c.png,7.5万,209.12万,38.9
414,巴霍巴利王2：终结,http://img.58921.com/sites/all/movie/files/protec/b697bba0c65f3ce54e69f95ab889baf2.png,9.58万,253.03万,31.9
415,追凶者也,http://img.58921.com/sites/all/movie/files/protec/e230d4b1965a8dcb703a89b91a46ac68.png,10.5万,205.35万,39.1
416,金陵十三钗,http://img.58921.com/sites/all/movie/files/protec/95ee55df840f7dd7a4d666cbb8b186d1.png,2.94万,169.81万,47.1
417,大耳朵图图之美食狂想曲,http://img.58921.com/sites/all/movie/files/protec/d6d41825f9d5e2bb742775ccbe474619.png,7.02万,251.9万,31.7
418,猎神：冬日之战,http://img.58921.com/sites/all/movie/files/protec/f94b2171bbbfc7bb546aeed8af691a23.png,8.62万,179.43万,44.4
419,李雷和韩梅梅,http://img.58921.com/sites/all/movie/files/protec/8417d9bdd8e4cba45db5fd45eafcb89a.png,8.02万,274.55万,28.9
420,帕丁顿熊,http://img.58921.com/sites/all/movie/files/protec/dddc5d58c84e1103588d4849244f9ed6.png,6.17万,196.94万,40.2
421,太平轮(上),http://img.58921.com/sites/all/movie/files/protec/ec7eb70d89fe0c61820eb0e104e7521c.png,5.72万,158.5万,49.8
422,胡桃夹子和四个王国,http://img.58921.com/sites/all/movie/files/protec/1e7c92a484082a906095bf8cb9a0ad14.png,10.11万,220.9万,35.6
423,厕所英雄,http://img.58921.com/sites/all/movie/files/protec/2b51960297438e9986bab8479dc57b4a.png,10.2万,247.97万,31.5
424,马戏之王,http://img.58921.com/sites/all/movie/files/protec/5cef7f15e07996f21ce24a7465d73199.png,9.4万,236.87万,33
425,金蝉脱壳2,http://img.58921.com/sites/all/movie/files/protec/a0bd0df61d0ba35b25f7ed4de31f1fc0.png,9.92万,245.95万,31.6
426,密战,http://img.58921.com/sites/all/movie/files/protec/f7c9a275833661e7d3023be90e761744.png,7.91万,245.46万,31.6
427,驴得水,http://img.58921.com/sites/all/movie/files/protec/cdf85bff2d54a584ff5c8ea7ebb411a7.png,22.54万,224万,34.6
428,速度与激情6,http://img.58921.com/sites/all/movie/files/protec/baadea12a65662c0d0912fd245ad4dc5.png,3.91万,179.04万,43.1
429,不可思异,http://img.58921.com/sites/all/movie/files/protec/c97278dda70e4d55e9cce6b12de637b4.png,8.78万,181.95万,42.2
430,水形物语,http://img.58921.com/sites/all/movie/files/protec/8523f4863ef0930765872bd68d8ed608.png,9.46万,239.38万,31.8
431,欢乐好声音,http://img.58921.com/sites/all/movie/files/protec/592f84bcb339010b08cebad8f178a159.png,12.38万,199.89万,37.9
432,小时代,http://img.58921.com/sites/all/movie/files/protec/266552d52bc6a303586c11d694e73199.png,4.55万,182.8万,41.1
433,神探蒲松龄,http://img.58921.com/sites/all/movie/files/protec/92efe124841918e8a1173a6ad91e4b73.png,5.78万,168.1万,44.5
434,玩具总动员4,http://img.58921.com/sites/all/movie/files/protec/ac192a4bc6cc7d1ce6a9b1ee79b1ce2f.png,15.44万,187.9万,39.8
435,烟花,http://img.58921.com/sites/all/movie/files/protec/c4c08b797c11a0fdf7690445b457c0d8.png,8.01万,254.46万,29.3
436,二十二,http://img.58921.com/sites/all/movie/files/protec/88facf79621752846786088f06f4c26a.png,9.73万,235.95万,31.5
437,龙猫,http://img.58921.com/sites/all/movie/files/protec/1ecf66d1d2c9af4754613f0b76a052e3.png,12.3万,229.79万,32.3
438,单身男女2,http://img.58921.com/sites/all/movie/files/protec/a54c50e9cb80093151a64ff80e888ea1.png,5.86万,183.17万,40.1
439,星际迷航：暗黑无界,http://img.58921.com/sites/all/movie/files/protec/0bc60408617b514553c0dd0ef1442403.png,4.11万,134.56万,54.4
440,移动迷宫,http://img.58921.com/sites/all/movie/files/protec/1a4c6d5407bdb03393605d76189836a5.png,5.87万,181.26万,40.4
441,神偷奶爸2,http://img.58921.com/sites/all/movie/files/protec/6a337be7b8edeaeda5b13a232fca3e99.png,3.97万,139.34万,52.5
442,催眠大师,http://img.58921.com/sites/all/movie/files/protec/a37558dc7eb4ad84f9ce427e416d93cd.png,5.61万,171.78万,42.3
443,小门神,http://img.58921.com/sites/all/movie/files/protec/d7038e88cf850cd254d0b0be899dc5cf.png,4.44万,164.66万,44
444,云南虫谷,http://img.58921.com/sites/all/movie/files/protec/ab3578b408cfd6567d2326852167cb41.png,7.67万,188.47万,38.4
445,哆啦A梦：新·大雄的日本诞生,http://img.58921.com/sites/all/movie/files/protec/fb69be4d7f7ea26404a77ce051f1bd7d.png,9.62万,202.26万,35.7
446,机械战警,http://img.58921.com/sites/all/movie/files/protec/4344c18ca64f66b7da49bbb8f1d79d87.png,5.4万,140.61万,51.1
447,百鸟朝凤,http://img.58921.com/sites/all/movie/files/protec/4463094a2de9346cdc06930eb66b61f5.png,9.33万,190.92万,37.7
448,人间·喜剧,http://img.58921.com/sites/all/movie/files/protec/b913beab54acfa9e7337ce3427f91c23.png,8.44万,195.88万,36.7
449,十八洞村,http://img.58921.com/sites/all/movie/files/protec/57a38486732363e25691c10d9ce6e603.png,3.5万,223.07万,32.2
450,名侦探柯南：业火的向日葵,http://img.58921.com/sites/all/movie/files/protec/50eba0ec8c854062af889daf597c8dc1.png,7.95万,190.25万,37.6
451,黄飞鸿之英雄有梦,http://img.58921.com/sites/all/movie/files/protec/d988bfdb4c1cba80c4fc37a50317c702.png,4.91万,149.53万,47.5
452,非凡任务,http://img.58921.com/sites/all/movie/files/protec/bdacdbf71578135aa5e4dfbed71c8730.png,11.46万,194.35万,36.5
453,北京爱情故事,http://img.58921.com/sites/all/movie/files/protec/eb058cc34a886a9696b6191b324e421b.png,5.08万,164.8万,43
454,冲上云霄,http://img.58921.com/sites/all/movie/files/protec/2d91048e86dadd9faf0a2bdaf2575f70.png,4.13万,165.89万,42.4
455,深海越狱,http://img.58921.com/sites/all/movie/files/protec/cd92ab74a80c46564eaa47f256892ccd.png,8.17万,227.05万,31
456,雷神2：黑暗世界,http://img.58921.com/sites/all/movie/files/protec/fdaefe14224d5a30426508e6accc1273.png,3.67万,129.69万,54.1
457,傲娇与偏见,http://img.58921.com/sites/all/movie/files/protec/dd0acfbc068b358d4b0524d89819d17a.png,12.84万,227.03万,30.8
458,睡在我上铺的兄弟,http://img.58921.com/sites/all/movie/files/protec/1b3f1c64e9ca40c6716609994bea509f.png,10.94万,192.6万,36.3
459,银魂,http://img.58921.com/sites/all/movie/files/protec/6509180ccd49767459ecbf6f34694425.png,9.5万,227.51万,30.6
460,夏目友人帐,http://img.58921.com/sites/all/movie/files/protec/a2278671669f2a5543a7e00d7325d345.png,14.12万,218.24万,31.7
461,赛尔号大电影6：圣者无敌,http://img.58921.com/sites/all/movie/files/protec/7f65c3f417e5326aea42a1782e8a05f9.png,7.81万,205.43万,33.3
462,新乌龙院之笑闹江湖,http://img.58921.com/sites/all/movie/files/protec/c111988461eb1f0cd4db6a8ded916f89.png,7万,205.56万,33.3
463,古田军号,http://img.58921.com/sites/all/movie/files/protec/e59cfb71c017319bcdeceb1f316007b8.png,4.34万,186.66万,36.6
464,湮灭,http://img.58921.com/sites/all/movie/files/protec/48b5c503f359bb19ac9a9138e291ded5.png,8.51万,216.09万,31.4
465,惊天破,http://img.58921.com/sites/all/movie/files/protec/7549f0f93a0da86973071164e1258e11.png,12.78万,177.43万,37.8
466,但丁密码,http://img.58921.com/sites/all/movie/files/protec/f8abeddce74f533e319d984fea86fb59.png,19.43万,182.33万,36.4
467,银翼杀手2049,http://img.58921.com/sites/all/movie/files/protec/0c7de366da348a538c12758cd6151d0d.png,7.16万,188.03万,35.2
468,侏罗纪公园(3D),http://img.58921.com/sites/all/movie/files/protec/f8f07cc8e441e500db5a9c138091729d.png,3.27万,126.01万,52.5
469,佩小姐的奇幻城堡,http://img.58921.com/sites/all/movie/files/protec/2cb843ab69bcad0ba9eab80c2377a63b.png,8.84万,173.82万,37.8
470,名侦探柯南：绀青之拳,http://img.58921.com/sites/all/movie/files/protec/cdd9e898d7f9ad53aaa3d51d28574232.png,12.28万,190.75万,34.3
471,分歧者2：绝地反击,http://img.58921.com/sites/all/movie/files/protec/78ec63b9731c1c86e778ae2bd7c885b6.png,5.7万,135.72万,47.9
472,决战中途岛,http://img.58921.com/sites/all/movie/files/protec/7995d6a98b2476f61bc15ee3ae597f9a.png,9.97万,173.02万,37.4
473,一生一世,http://img.58921.com/sites/all/movie/files/protec/2bbe39fcd929a943290c44645a4d3708.png,5.1万,162.32万,39.8
474,罗曼蒂克消亡史,http://img.58921.com/sites/all/movie/files/protec/36619524f0baf6c88d4f3efd922c8d66.png,18.61万,181.08万,35.7
475,廉政风云,http://img.58921.com/sites/all/movie/files/protec/c19118893fbec678a20811006933a01d.png,5.1万,142.18万,45.3
476,抢红,http://img.58921.com/sites/all/movie/files/protec/815339f0fa5798b68a13fe2810b9f23a.png,5.7万,212.95万,30.2
477,暴力街区,http://img.58921.com/sites/all/movie/files/protec/cdb096f68a9f4dbacc23694a19cdecba.png,3.9万,156.28万,40.9
478,龙虾刑警,http://img.58921.com/sites/all/movie/files/protec/21c93c648c85e47567259a124767a92c.png,8.31万,194.2万,32.9
479,一念天堂,http://img.58921.com/sites/all/movie/files/protec/f9eb61e24010de559bc246daf47cca8e.png,4.98万,169.72万,37.6
480,明日世界,http://img.58921.com/sites/all/movie/files/protec/14dce03b8c7c7e4e964ca66a3b5bc0d4.png,9.57万,158.22万,40.4
481,闺蜜,http://img.58921.com/sites/all/movie/files/protec/fe04e099e275825aaa903606f71e8cf4.png,3.96万,157.36万,40.4
482,007：大破天幕杀机,http://img.58921.com/sites/all/movie/files/protec/ecccac82b15a1dac19b5fc95d3625f12.png,3.88万,151.1万,42
483,蝙蝠侠：黑暗骑士崛起,http://img.58921.com/sites/all/movie/files/protec/a71e4077a0dec17b5151338415194260.png,12,1565,40150.5
484,航海王之黄金城,http://img.58921.com/sites/all/movie/files/protec/805642c752746c15eb0866baf5f6fa82.png,10.81万,196.64万,31.7
485,双子杀手,http://img.58921.com/sites/all/movie/files/protec/3b04b4a317dd1a93279c75537ec9e550.png,8.82万,144.71万,43
486,高跟鞋先生,http://img.58921.com/sites/all/movie/files/protec/868e75a6a62ddda42c08cfdd9bf57fb8.png,6.88万,171.48万,36.3
487,博人-火影忍者剧场版,http://img.58921.com/sites/all/movie/files/protec/81d44c26c2b0f8236e15e7b6e268db83.png,9.11万,166.47万,37.4
488,风暴,http://img.58921.com/sites/all/movie/files/protec/3cdf444071195eaeede73f1929b4dffb.png,3.23万,115.28万,54
489,七十七天,http://img.58921.com/sites/all/movie/files/protec/d1c2ef169689060f0c09d85a38e268d5.png,6.95万,185.27万,33.5
490,天气预爆,http://img.58921.com/sites/all/movie/files/protec/a57bc8429ae0259cd9a783dba71f9568.png,7.68万,169.69万,36.6
491,十万个冷笑话2,http://img.58921.com/sites/all/movie/files/protec/ac6a2f3b6a906d611a43ea18d52c70a8.png,8.41万,193.91万,32
492,常在你左右,http://img.58921.com/sites/all/movie/files/protec/db92e3a6c553f7289e95fc0afbfc6666.png,6.56万,195.51万,31.5
493,幸福马上来,http://img.58921.com/sites/all/movie/files/protec/edb150afde056bd173c9a241955077ea.png,7.59万,188.3万,32.7
494,痞子英雄：黎明升起,http://img.58921.com/sites/all/movie/files/protec/088ee6f30acab453582c6edf0b347535.png,3.66万,125.12万,49.1
495,鲨滩,http://img.58921.com/sites/all/movie/files/protec/610cafb42b0ce4fa3beb900abdb9af04.png,6.95万,143.95万,42.6
496,海市蜃楼,http://img.58921.com/sites/all/movie/files/protec/a62700d4fa939f9cf2a5014640b09a2e.png,10.13万,180.94万,33.8
497,重返·狼群,http://img.58921.com/sites/all/movie/files/protec/d63e691fbc79a61a6eb375a11885cef5.png,6.18万,191.05万,31.8
498,小猪佩奇过大年,http://img.58921.com/sites/all/movie/files/protec/9ffc001e6a6cb4db9b6f1ca363d174da.png,4.49万,137.82万,44
499,上海堡垒,http://img.58921.com/sites/all/movie/files/protec/bcd03dc1b39b10fd227cfedc7590513d.png,7.85万,153.91万,39.1
500,四大名捕大结局,http://img.58921.com/sites/all/movie/files/protec/f44a96ee51d8803fca98d8283ca74e82.png,3.99万,124.91万,48.1
